node,easting,northing
4992,369109.4,2459982
4472,369107.6,2460083.6
3816,369260.3,2460080.5
5926,369132.3,2459707.3
21864,368812.7,2459607.7
21142,368581.7,2459681.5
5212,369034,2459932.8
223,369259.9,2460231.2
22751,368713.3,2459508.1
3094,369182.4,2460306.5
3774,369161.7,2460131.7
5862,368884.4,2459733.1
19786,368682.5,2459830.8
19731,368858.6,2459829.4
21815,368662.4,2459607.8
5687,369185.1,2459780.4
3205,369036.9,2460281.4
3018,368958.9,2460331.6
13049,368758.4,2460130.5
4505,368935.4,2460082.4
6154,369233.5,2459654.1
3172,368887.2,2460278.9
13484,368735.4,2460233.5
6550,369108.7,2459554.7
2552,368883.6,2459385
5716,369036.1,2459781.5
4452,369209.8,2460081.7
12839,368782.2,2460080.7
6737,369035.2,2459506.3
6192,369110.8,2459634.4
3787,369211.9,2460133.2
12469,368758.5,2459981.1
12463,368808.8,2459978
23451,368661,2459407.9
5850,368935.6,2459731.6
21368,368559.6,2459655.1
12730,368586.7,2460058.8
20707,368708.1,2459734.5
21383,368613.9,2459655.2
3221,369111.3,2460282.6
22869,368557,2459481
20221,368583.8,2459781.3
12350,368560.2,2459928.9
5194,369107.8,2459933.2
12857,368735.1,2460078.5
21785,368563.8,2459606
20712,368682.9,2459732.9
21080,368783.1,2459681.6
13042,368783.2,2460129.8
22231,368662.4,2459555.8
13078,368634.2,2460130.4
3364,368961,2460231.3
13016,368859.9,2460110
13644,368809.1,2460257.3
5817,369110.9,2459733.8
3379,369034.5,2460232.5
19404,368732,2459881.5
12412,368710.8,2459957.9
20170,368759.2,2459780.2
3550,368984.3,2460183
5587,369162.3,2459831.4
21984,368605.4,2459581.4
12848,368758.3,2460079.8
21100,368730.2,2459681.9
21523,368681,2459632.5
21049,368862.9,2459706
5090,368983.7,2459955.8
23546,368658,2459378.6
5355,369233.2,2459882.9
20460,368661.5,2459756.9
13142,368560.8,2460159.4
3329,368909.8,2460258.5
4398,369060.2,2460106.6
5665,369108.6,2459805.4
3235,369160.1,2460281.1
19393,368780.9,2459881.4
3275,369160.6,2460256.5
5990,369135.8,2459681.9
21562,368556.8,2459631.6
6638,369061,2459533.7
3189,368982.1,2460282.5
21491,368806.8,2459633.7
5768,369084,2459756.2
5607,369085.7,2459831.6
6297,368957.5,2459606.7
13071,368659.8,2460130.9
6359,369207.5,2459606.9
3599,369159.4,2460182.4
2593,369082.8,2459381.2
5944,369184.5,2459705.3
13254,368709.8,2460181
22204,368587.8,2459557
4634,369186,2460033.5
3794,369257.6,2460131
6102,369032.7,2459655.6
4544,368960,2460057.5
13961,368660.1,2460356.1
3955,369258.7,2459432.4
13670,368784.6,2460281.9
4018,368985.4,2459432
2616,369185.7,2459382.3
3469,369108.8,2460207.4
21961,368706.9,2459580.3
22350,368684.2,2459530.7
6209,369060,2459633.9
13212,368858.9,2460157.3
5137,369183.3,2459956
3541,368932.4,2460181
6120,369107.8,2459655.8
2601,369135.6,2459381.1
3423,369212.4,2460231.7
23236,368630.5,2459432.6
6465,368936,2459582.8
2954,369060.6,2460356.4
12748,368611.1,2460057.3
3030,369011.1,2460331.1
12503,368584.1,2459980.3
3359,368937.7,2460230.9
6271,368884.5,2459607.3
5679,369235.1,2459806.8
6709,368910.5,2459505.8
23141,368857.6,2459456.9
3517,368909.2,2460208.1
19664,368714.1,2459856.9
5479,368936.2,2459857
22264,368762.8,2459556.4
3888,369259.6,2459733.8
5656,369009.5,2459806.8
3252,369234.2,2460283.2
20994,368661.2,2459707.5
3477,369082.7,2460207.6
12398,368633.9,2459956.9
6503,368961.1,2459557.1
5807,369185.6,2459731
4033,368932.3,2459432.1
13057,368733.5,2460128.6
6560,369159,2459559.2
12585,368711.4,2460009.4
13634,368760.1,2460259.4
23460,368686.6,2459408.3
5602,369110.4,2459831.3
2692,368983.8,2459360.8
5856,368911.5,2459733.5
20130,368862.5,2459807.1
22221,368636.7,2459555.6
6053,368887.1,2459681.8
4643,369160.5,2460031.8
3926,369259.8,2459558.6
20491,368763.2,2459756.2
22756,368737.6,2459508
6174,369185.1,2459631
5669,369133.8,2459806
20509,368813.1,2459756.9
12808,368834.7,2460058.8
12891,368583.3,2460081.7
6531,369058.3,2459555.9
5691,369161.4,2459781.8
3447,369233.6,2460205.1
12876,368658.5,2460081.5
20739,368608.5,2459733.3
6668,368960.6,2459532.6
6278,368908.6,2459605.1
20481,368738.9,2459756.6
6963,369059.8,2459456.4
23487,368811.2,2459407.4
13612,368659.6,2460259.4
6728,369011.1,2459505.7
5028,368987.1,2459982.8
3893,369260.1,2459683.7
13681,368733.4,2460283.2
21433,368759.6,2459654.5
5401,369061.3,2459883
6078,368936.8,2459654.9
21450,368813.4,2459656.4
3409,369160.1,2460231.5
4891,368960.6,2460007.5
19311,368638.5,2459907.1
6795,369232.1,2459506.1
5777,369158.5,2459755.8
21423,368738.7,2459654.8
19399,368757.6,2459881
13065,368682.5,2460130.9
6218,369036.8,2459634
6424,369088,2459580.1
5652,368986.2,2459807.4
5774,369134.7,2459754.7
5430,368962.4,2459881.4
23127,368810.5,2459457.1
22824,368732.5,2459480.7
6245,368937,2459634
19777,368706.5,2459830.8
20757,368556,2459730.8
4626,369209.9,2460033.7
22314,368809.2,2459532.6
20114,368812.9,2459807.8
3395,369089.7,2460231.6
3504,368960.1,2460206.1
2684,369009.5,2459360.1
6259,368884.7,2459633.1
3740,369008.1,2460131.2
3696,368959.8,2460159.6
6746,369060.2,2459507.6
20971,368587.4,2459707.9
5622,368961.9,2459832.2
6700,368884.1,2459507.5
23571,368557,2459382.8
23477,368761.6,2459407.5
12476,368733.8,2459979.2
12676,368634,2460031.6
4492,368984.7,2460086.3
20196,368657.9,2459784.4
12497,368608.6,2459980.8
12337,368633.9,2459931.1
4302,368859.2,2460282.9
4676,369033.8,2460030.2
12653,368732,2460030.1
2477,369107.8,2459406.8
13995,368810.3,2460357.6
4885,368936.7,2460006.7
5829,369035.1,2459732.2
5612,369035.7,2459833.4
19329,368714,2459907.5
12683,368608.6,2460030.6
5391,369085.5,2459883.2
6870,368984.9,2459481.5
6542,369082.9,2459554.6
12624,368861.8,2460032.2
5920,369108.4,2459706.5
5099,369010.3,2459956.5
5912,369086.5,2459705.4
20086,368686.9,2459806.8
5935,369158,2459706.7
22739,368659.2,2459506.8
13085,368610.7,2460128.9
13157,368610.2,2460156.9
12300,368784.1,2459931.6
3484,369059.5,2460207.9
21090,368756.6,2459681.9
5703,369061,2459782.6
22728,368611.8,2459504.1
19345,368763.5,2459907.3
5755,369008,2459756.2
5763,369057.6,2459757.2
21061,368858.3,2459680.5
19354,368812.8,2459907.6
22298,368857.8,2459529.6
22213,368613.4,2459556.6
6523,369033.6,2459556.2
3147,368958,2460308.1
19797,368631.1,2459830.9
12770,368710.7,2460055.6
12637,368809.5,2460030.9
3575,369062,2460181.9
5952,369208.8,2459705.3
5570,369234.5,2459829.6
5750,368960.3,2459754.5
6393,369160.6,2459584.4
2425,369259.2,2459382.9
5530,369108.1,2459857.7
2974,368983.1,2460356.7
6570,369209,2459555.1
3972,369210.2,2459432.6
12970,368660.8,2460107.5
19768,368731.5,2459831.2
5628,368910.2,2459833.2
3667,369110.9,2460155.8
3753,369060.4,2460131.2
12993,368761.4,2460108.8
4908,369058.7,2460005.8
5373,369185.4,2459882.1
13220,368836,2460182.2
22811,368781,2459482.1
4478,369084.8,2460083.7
13502,368683.3,2460233
19647,368663.1,2459856.2
5878,368936.4,2459703
3163,368908.8,2460307.6
3838,369259.3,2459957.6
5648,368957.9,2459804.7
5436,368937.2,2459880.8
13494,368709.7,2460234.4
3690,368987.6,2460157.9
22785,368837.7,2459508
21532,368658.8,2459632.7
23513,368782.4,2459380.9
13245,368735.3,2460184.1
21952,368731.5,2459579.6
4384,369010.5,2460105.2
3009,368907.6,2460329.5
20499,368788.3,2459756.3
22241,368688.3,2459556.7
12900,368559.6,2460081.8
19386,368807.9,2459881.6
21471,368859.8,2459630.4
4498,368959.9,2460084.2
19739,368832.2,2459830.1
3228,369137.1,2460282.2
4001,369080.5,2459431.6
6046,368910.6,2459681.8
3271,369188.1,2460256.8
19637,368637.7,2459856
6853,369059.9,2459482.4
12313,368734,2459930.9
3299,369058.2,2460256.4
4614,369234.8,2460058.2
20055,368588,2459806.6
5632,368886.5,2459833.1
5333,369183.5,2459907.1
5788,369208.3,2459756.7
3673,369084.2,2460157.1
20152,368832.9,2459780.2
20213,368608.5,2459783.7
21498,368783.9,2459634.3
21393,368635.6,2459654.9
13967,368685.4,2460354.8
22818,368756.5,2459481.2
3085,369208.6,2460305.2
3496,368983.8,2460206.3
3710,368882.4,2460158.1
4550,368983.7,2460056.4
20987,368638.9,2459707.4
6495,368908.5,2459556.2
21008,368711.7,2459707.8
3940,369258.6,2459509.5
4459,369159.4,2460083
19671,368763.6,2459856.2
6618,369134.9,2459530.6
3921,369259.7,2459583.6
13535,368584.5,2460230.7
23066,368588.1,2459457.4
22306,368832.7,2459531.1
5743,368908.3,2459755.4
5291,369034,2459904.7
21120,368659.2,2459679.4
3430,369237.8,2460231.6
20161,368809.3,2459781
21942,368756.7,2459581.7
6994,369185,2459458.2
3914,369259.7,2459608.3
4050,368859.6,2459403.8
23173,368857.3,2459431
23190,368807.1,2459430.7
20076,368660.8,2459806.9
6004,369085.3,2459683.2
2521,368982.8,2459409.1
3608,369209.4,2460182.8
13374,368687.4,2460208.5
5540,369160.6,2459857.1
6972,369085.6,2459456.1
6603,369186.9,2459529.5
5512,369060,2459854.7
5018,369011.2,2459982.5
23181,368831.3,2459430.5
6719,368960,2459506.1
3066,369186.3,2460332.5
6416,369112.6,2459581.7
2544,368887,2459408.9
2670,369085.3,2459358.6
12323,368683.3,2459931
13802,368708.8,2460308.2
4009,369034.9,2459432.4
13024,368861.5,2460134.5
20471,368712.7,2459757.2
21999,368557.6,2459581.9
3659,369135.1,2460157
5802,369210.9,2459730
22288,368862.4,2459558.3
4556,369008.4,2460056
5731,368912.8,2459782.7
6316,369035.9,2459604.5
19366,368863.4,2459908
4700,368935.3,2460035
2639,369211.4,2459358.6
5558,369235,2459857.1
23059,368562.5,2459457.1
5783,369184.7,2459756.1
4464,369133.3,2460083.3
5549,369184.2,2459856.9
5497,369010.3,2459855.5
12954,368586,2460108.3
3403,369110.6,2460231.7
12764,368685.7,2460056
22858,368606.8,2459482.3
3438,369260,2460203.5
3724,368909.8,2460130.8
22324,368783.9,2459534.1
3633,369234.1,2460156.8
4040,368909.5,2459431.4
5843,368987.3,2459732.9
5045,368912.5,2459982.1
22718,368587.1,2459505.3
5595,369136,2459831.2
13776,368608.8,2460308.7
21971,368658,2459581.8
6894,368911.5,2459483
13284,368586.8,2460182.8
4537,368935.3,2460057.6
2535,368938.1,2459405.8
13823,368785.2,2460306.6
23435,368586.3,2459407
20700,368732.3,2459732.9
2566,368960.9,2459383.5
4896,369010.5,2460005.7
6981,369109,2459455.1
22842,368656,2459482
228,369261.2,2460260.7
21020,368763.1,2459706.6
3197,369011.4,2460281.1
12607,368810,2460008.4
3417,369187.1,2460231
3291,369084.9,2460257
13459,368808.7,2460231.7
5489,368982.7,2459857.5
13845,368808.7,2460333.2
3351,368912.6,2460231.2
3115,369106.9,2460306.2
12884,368634.5,2460080.1
22834,368681.5,2459481.4
5504,369035.8,2459853.5
5449,368884.7,2459882
2484,369082.5,2459406.9
7003,369210.2,2459457.7
13227,368809.8,2460182.4
5822,369085.5,2459733.1
22280,368837.6,2459558
3680,369037,2460156.5
6630,369086.3,2459534
13694,368659.2,2460279.9
12307,368758.1,2459931.2
2654,369136.3,2459358.6
20979,368613.7,2459707.6
6580,369235.7,2459554.5
4347,368908.2,2460104.8
13588,368559.3,2460258.3
3845,369260.6,2459933
12789,368786.8,2460056.3
13169,368684.1,2460159.4
13787,368658.4,2460308.5
22801,368834.1,2459481.3
6305,368982.9,2459606.2
4605,369184.7,2460055.8
19806,368606.2,2459831.1
6648,369010.1,2459533
2559,368908.6,2459385.4
4652,369110.6,2460033.2
22342,368707.5,2459531.5
4984,369133.9,2459982.4
19757,368781.8,2459831.8
4511,368908.2,2460081.2
6928,368935.3,2459455.1
5060,368884,2459958.1
2528,368957.6,2459407.3
12456,368834.5,2459983.5
20748,368583.7,2459732.5
23562,368584.3,2459382.7
20142,368856.8,2459778.5
6447,369011.7,2459581.8
2573,368983.2,2459381.6
4358,368960.1,2460105.3
3374,369009.6,2460232.9
6593,369236,2459531.9
3139,368984.7,2460306.9
12405,368686.6,2459958.4
4310,368859.1,2460257.8
3558,369012.1,2460183.1
4946,369209,2460006
21404,368686.2,2459654.1
19412,368684.8,2459881.1
3107,369131.7,2460306.5
22379,368558,2459534.2
5160,369236.4,2459930.4
3732,368956.5,2460131.2
23536,368708.5,2459378.7
4661,369084.1,2460033.1
23244,368606.3,2459432.2
23110,368764,2459456.7
3880,369259.3,2459761.8
6201,369086.7,2459633.6
5325,369160.8,2459906.1
13891,368609.9,2460331.7
5797,369234.7,2459731.6
21806,368638.2,2459607.7
3314,368983.5,2460257.9
6019,369036.1,2459683.6
6755,369085.5,2459506.4
13346,368560.7,2460207.7
3762,369109.5,2460133.7
22335,368730.6,2459532.3
6916,368886.5,2459455.2
20537,368835.8,2459731.9
6658,368986.4,2459532.9
23074,368637.3,2459457.5
13830,368808.9,2460309.6
4407,369109.6,2460106.8
21889,368834.5,2459579.5
12491,368658.2,2459983.1
5661,369059.4,2459805.5
3490,369011.1,2460206.6
12344,368607.8,2459931.5
3949,369258.5,2459456
3047,369111.4,2460331.8
23117,368787.7,2459456.3
6955,369034.3,2459453.6
23097,368713.5,2459457.2
5469,368908.7,2459856.5
2609,369159.5,2459381.7
4446,369235.6,2460082.3
19378,368858.8,2459879.7
2662,369109,2459357.8
3262,369231.8,2460256.9
13617,368684.4,2460257.9
4416,369134.2,2460106.4
2649,369161.4,2459358.9
5724,368961.8,2459782
2962,369033.8,2460357.4
6009,369061.7,2459683.7
3629,369258.2,2460156.4
5242,368883.6,2459933.5
21152,368556,2459681.5
19813,368583,2459830.9
21028,368787.5,2459706.4
20691,368757.2,2459730.8
19426,368605.5,2459881.6
13675,368760.6,2460282.5
4286,368861.2,2460333.1
12564,368635,2460008.6
20679,368788.7,2459729.8
4876,368885,2460008
6453,368986.1,2459581.8
13271,368633.6,2460180
4915,369083.7,2460006.3
12659,368709.2,2460029
22252,368739.6,2459557
4432,369209,2460106.6
4590,369133,2460054.8
4975,369156.5,2459982.4
5150,369234.1,2459955.4
5672,369158.8,2459805.9
13769,368584.1,2460306.6
12290,368832.5,2459931.4
4958,369234.7,2459982.7
6351,369183,2459607.6
3768,369135.4,2460132
19656,368688.5,2459856.6
5365,369211.8,2459882.8
3387,369059.4,2460232.3
12572,368659.3,2460008.6
4425,369186,2460104.7
12948,368561.9,2460108.6
5203,369085,2459932.9
3825,369259,2460034.3
13234,368785.8,2460182.5
6092,368984.5,2459655.6
6862,369008.6,2459481.6
12977,368683.2,2460104.8
13895,368585.7,2460330.5
5228,368960.2,2459933.4
20179,368708,2459781.2
13470,368785.7,2460235.3
3900,369260.3,2459657.6
2503,369057.7,2459408.4
4529,368908.3,2460057.5
6937,368985.4,2459455
6831,369133.9,2459484.9
6367,369234.7,2459604.9
3306,369032.1,2460257.3
12691,368557,2460031.9
19692,368837.6,2459857
5383,369135.2,2459882.9
21553,368584.1,2459631.4
12557,368609.8,2460007.6
12329,368659.6,2459930.4
3526,368882.3,2460209.4
5981,369186.4,2459680.2
2983,368936.2,2460358.9
6085,368960.2,2459655.2
5011,369034.4,2459982.8
2677,369034.2,2459358.9
5262,368937,2459906
5171,369182.4,2459932
6111,369057.9,2459656.1
6184,369161.2,2459632.2
13261,368658.5,2460180.7
12984,368709.1,2460107.2
6437,369035.3,2459580.9
3122,369060.8,2460306.1
12440,368832.7,2459959.6
21544,368607.2,2459631.8
13762,368561.3,2460308.1
4438,369232.7,2460106.5
6691,368884.8,2459530.5
5695,369110.6,2459782.8
5870,368908.7,2459703.6
4692,368986.5,2460033.1
19615,368562.6,2459856.8
23441,368610.6,2459407.6
13983,368760.6,2460357.8
6767,369135.6,2459505.2
12801,368812.9,2460058.1
2969,369008,2460357
2921,369231.8,2460356.7
12433,368809.2,2459958.2
3590,369134.4,2460182.3
2511,369034.1,2459407.2
13354,368584.1,2460205.9
21460,368836.1,2459655.9
5411,369010.4,2459881
4483,369034.2,2460084
3617,369235.1,2460183
5317,369133.9,2459905.5
6334,369110,2459605
5255,368910.6,2459907.2
12822,368859.7,2460082.9
13870,368710.6,2460334.3
23209,368734,2459433.3
4598,369159.2,2460054.4
23251,368581.6,2459431.2
5967,369235.8,2459681.9
3055,369135.2,2460331.4
12390,368584.7,2459959.7
3062,369160.5,2460331.9
5143,369213,2459955.7
6288,368933.2,2459605.4
22793,368858.9,2459507.4
2995,368883.9,2460358.7
13651,368834.1,2460257.5
3868,369258.7,2459829.9
23528,368732.4,2459380.1
5720,368985.4,2459782.1
3981,369159.7,2459434.1
12963,368610.6,2460108.9
3718,368885.2,2460131.6
2935,369160.7,2460357.2
13814,368759,2460306.1
2948,369084.5,2460356.1
3535,368908.7,2460181.7
22776,368812.7,2459508
13973,368709.5,2460356.9
19748,368807.2,2459831.1
13096,368558.9,2460131.1
19680,368786.6,2459856.1
3875,369258.9,2459808.3
12426,368786.4,2459956.6
4577,369059.4,2460056.6
12645,368760.8,2460029.6
21413,368712.9,2459655.4
6474,368911.5,2459581.9
4930,369159.6,2460005.2
5301,369061.3,2459905.5
3344,368884.2,2460231.2
19319,368659.5,2459907.7
22367,368607.5,2459532.6
2468,369160.2,2459410.1
23554,368631.7,2459379.8
5187,369136,2459933.1
5178,369160.1,2459932.5
3779,369186.2,2460132.2
6840,369110.1,2459484.4
6379,369210.8,2459581.4
4339,368883.2,2460107.9
3131,369009.4,2460306.8
13708,368611.2,2460281.7
4391,369033.6,2460106.1
12247,369185.8,2460157.7
5812,369136,2459734
6778,369159.9,2459506.2
3180,368936.5,2460279.8
13885,368635.1,2460331.7
5418,368986.9,2459880.9
6401,369137.8,2459583.7
3582,369085.6,2460181.8
21131,368632,2459680.5
13149,368585.4,2460158.9
19418,368658.3,2459880.2
5521,369084.8,2459856.7
20203,368632.6,2459785.2
3863,369258.6,2459859.6
21845,368762.7,2459607.4
6945,369009.9,2459454
3002,368883.1,2460330
5126,369110.7,2459957.2
3964,369233.5,2459430.6
5237,368907.9,2459933.4
19438,368557.4,2459882.1
19627,368613,2459856.1
5739,368883.5,2459758
5683,369236.1,2459780.6
3023,368985.8,2460331.9
20124,368838,2459807.9
3807,369261.8,2460106
5974,369209.8,2459681.2
6387,369186.8,2459583.7
23494,368836.4,2459407.5
2941,369133.5,2460357.9
19301,368588.4,2459906.2
21481,368832.4,2459628.3
21899,368783.3,2459581.8
13515,368636.5,2460233.5
5899,369010.2,2459708.3
3651,369163,2460157.8
13837,368830.5,2460331.8
6227,369012.7,2459634
13032,368834.9,2460131.4
13596,368585.5,2460257.7
6784,369183.3,2459505
6166,369235.2,2459630
13365,368635.9,2460206.3
4584,369084.7,2460056.5
3075,369233,2460332.6
20520,368862.5,2459758.3
21001,368686.9,2459708
4293,368860.4,2460309.9
2990,368907.3,2460359.3
23504,368834.5,2459378.4
4684,369010.8,2460030.7
13193,368784,2460157.4
2587,369056.5,2459381.3
12630,368834.4,2460030.4
13396,368762.3,2460208.5
12867,368683.1,2460080.7
6137,369156.9,2459654.5
5677,369209.8,2459805.9
23469,368712.1,2459408.5
13627,368735.4,2460258.8
20067,368636.7,2459807.3
6815,369186.2,2459482
4923,369136,2460005.4
13605,368634.6,2460258.4
6824,369162.7,2459483.2
12385,368559.3,2459960.7
2632,369238.4,2459358
3831,369259.1,2460007
3321,368957.1,2460257.9
13989,368785.4,2460358.2
22360,368632.6,2459531.1
2928,369208.8,2460355.9
5578,369211.3,2459830.9
12831,368831.8,2460084.8
22849,368631,2459482.6
3283,369133.3,2460258.5
23089,368686.5,2459458.4
5885,368961.6,2459706.6
23082,368662.8,2459458.3
12483,368707.1,2459980
5083,368959.4,2459955.9
12284,368861.5,2459933.6
5067,368909.4,2459955.2
22713,368562.5,2459507.1
6809,369210.8,2459481
4056,368859.1,2459383
3100,369158.5,2460306.8
5461,368885.1,2459854
5281,369011.4,2459905.7
23520,368755,2459381.1
6039,368960.7,2459682.9
4328,368861.5,2460185
5698,369087.5,2459783.1
5890,368983.5,2459708.4
3906,369260.1,2459634.1
3213,369084,2460282.2
21855,368788.8,2459607.4
4025,368957.7,2459432.8
13527,368612.7,2460232.3
13717,368559.8,2460280.1
6068,368906.5,2459654
3154,368930.2,2460308
22271,368812.5,2459555.9
4871,368885.8,2460031.3
6129,369134.1,2459655.6
12418,368734.6,2459958.1
3852,369260.2,2459909.1
2623,369233.5,2459379.9
7010,369235.2,2459456.8
13685,368708.8,2460282.7
12595,368760.2,2460008.4
13415,368833.6,2460209.7
21834,368710.9,2459607.1
20188,368681.2,2459782.8
5836,369009.8,2459732.6
19361,368837.4,2459907.4
6903,368886.2,2459483.4
21825,368687.8,2459607.3
12578,368685.3,2460009.6
12616,368860.5,2460007.9
21109,368706,2459681.2
3642,369187.4,2460157.4
13166,368662.3,2460159.1
21879,368859.7,2459578.2
12449,368859.5,2459981.6
4938,369185.9,2460005.1
6485,368884,2459557.3
23197,368782.4,2459431.7
13177,368709.2,2460157.3
22765,368762.5,2459508
12509,368560,2459980
23427,368561.8,2459407
19431,368580.2,2459881.8
5638,368885.5,2459806.4
12998,368785.9,2460108.8
5618,368985,2459832.5
6880,368959.9,2459481.9
13381,368711.3,2460207.5
3994,369110.8,2459433.1
13659,368836.2,2460285.6
6325,369058.2,2459605.8
4523,368883.8,2460056.8
13278,368608.9,2460181.1
19293,368563.2,2459906.5
3509,368933.6,2460206.7
13699,368633.7,2460280.8
6237,368986.5,2459633.9
6063,368885.9,2459653.5
6027,369010.8,2459683.5
5109,369060.3,2459956
3039,369058.1,2460332
21795,368587.4,2459607.2
20104,368786.5,2459807.6
23217,368706.7,2459434.1
2453,369181.7,2459406.7
5643,368936.6,2459804.2
5117,369085.2,2459956.5
21071,368806.7,2459681.6
3702,368933.2,2460157.5
3986,369135.1,2459434.3
13863,368737,2460334.3
3747,369037.8,2460131.4
6514,369009.7,2459554.8
20434,368562,2459757.2
5308,369110.5,2459905.9
12549,368583.8,2460008.9
13405,368810.4,2460209.2
12668,368659.6,2460031.7
5759,369032.9,2459757.3
6886,368934.5,2459482.5
20443,368614.2,2459757.1
5270,368959.2,2459906
5729,368937.2,2459782.1
6609,369162,2459529
13390,368733.4,2460206.8
4902,369034.4,2460005.6
13449,368834.8,2460228.6
3566,369036.7,2460182.4
5039,368935.4,2459979.8
2444,369207.8,2459407.1
21510,368732,2459632.1
2581,369007.6,2459380.5
6341,369134,2459605.4
3244,369206.5,2460283.1
2433,369258.9,2459409
20095,368736.3,2459807.6
13855,368760,2460332.8
20047,368562.6,2459806.3
5221,368986.2,2459932.8
5000,369061.3,2459983.1
3454,369206,2460205.5
19338,368738.9,2459907.2
4967,369210.7,2459981.6
23224,368682.1,2459433.2
3336,368883.2,2460257.4
4669,369061,2460030.5
12757,368637.3,2460057.8
12602,368786.4,2460008.6
12778,368733.5,2460056.2
6146,369210.8,2459655.1
21039,368837.8,2459706
5340,369208.6,2459907.4
6674,368936.2,2459532.2
13186,368759.1,2460159.2
5076,368934.6,2459955.8
13007,368809.6,2460109.4
13796,368685.6,2460308.8
13876,368685.3,2460332.4
20453,368638.4,2459756.9
21991,368581.7,2459581.5
3461,369182,2460205.8
13203,368809.5,2460157.9
